feature,importance_mean,importance_max,importance_std,positive_ratio,negative_ratio,skewness
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.299515502402849,1.825959413871169,0.34947352532843506,0.12704918032786885,0.8729508196721312,2.7079873662343172
log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,0.22913137142508294,0.650685832798481,0.15863356175567805,0.22950819672131148,0.7704918032786885,1.4021202612449752
wavelet-HLH_gldm_LargeDependenceEmphasis,0.17643446409509914,0.6330222116410732,0.15660994633259534,0.18032786885245902,0.819672131147541,1.7310334690938027
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.04766657748763434,0.8085034999996423,0.1065385040749814,0.045081967213114756,0.9549180327868853,5.447529285326826
wavelet-HHL_glcm_Idmn,0.04495394812072421,0.7925950415432453,0.102540582748448,0.08196721311475409,0.9180327868852459,6.555086986071938
wavelet-HLH_glcm_DifferenceEntropy,0.03663118996886468,0.6260580894351006,0.08686146174492416,0.03278688524590164,0.9672131147540983,6.0801902276505775
squareroot_firstorder_10Percentile,0.056577653605490844,0.39846019580960274,0.07792320689010315,0.4426229508196721,0.5573770491803278,2.823026301913584
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.03508583827593104,0.6008424910902977,0.07747066900538191,0.05737704918032787,0.9426229508196722,5.572162755949598
log-sigma-2-0-mm-3D_glszm_ZonePercentage,0.024006536102197135,0.39231894552707675,0.053287643708425154,0.020491803278688523,0.9795081967213115,6.763012878009754
squareroot_ngtdm_Complexity,0.03250118138299118,0.28805171348154546,0.04430998449972464,0.2459016393442623,0.7540983606557377,4.708913316485629
log-sigma-5-0-mm-3D_glszm_LargeAreaEmphasis,0.02926458368902332,0.21317410081624985,0.041717768044309364,0.13114754098360656,0.8688524590163934,3.0922397219454023
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis,0.01191081346669162,0.3257875867187977,0.04052685883669286,0.01639344262295082,0.9836065573770492,7.613620123646283
wavelet-LLH_ngtdm_Busyness,0.016612842721773033,0.2083592049777508,0.03876124607677439,0.4098360655737705,0.5901639344262295,4.347375728027639
wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis,0.020461017050948334,0.22240149304270745,0.03712569450533044,0.4959016393442623,0.036885245901639344,3.7542876588958998
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.056961744682955034,0.16509637869894506,0.030449601236229383,0.36065573770491804,0.639344262295082,2.2377606553145286
wavelet-HLL_firstorder_Minimum,0.01646073433478954,0.1621480321139097,0.030400556867578924,0.44672131147540983,0.5532786885245902,4.058738678884553
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.011233125435127406,0.2941686573624611,0.028314850556575843,0.012295081967213115,0.9877049180327869,9.246767860895163
logarithm_glszm_LowGrayLevelZoneEmphasis,0.014045918061718551,0.1517937258630991,0.02781518027047956,0.04918032786885246,0.9508196721311475,4.5594024113191995
log-sigma-5-0-mm-3D_glszm_ZoneVariance,0.018685723654162444,0.10624863840639591,0.027278017472018763,0.09836065573770492,0.9016393442622951,2.829475017367528
square_firstorder_InterquartileRange,0.014469517059013568,0.15076454639434814,0.02724699353146903,0.35655737704918034,0.6434426229508197,3.78690247285926
wavelet-HHL_firstorder_Skewness,0.018034579803342683,0.11178940460085869,0.025762077057710168,0.06967213114754098,0.930327868852459,3.3314555223198616
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.007289372930516965,0.1996180059760809,0.024835018412816448,0.01639344262295082,0.9836065573770492,7.611604995733625
wavelet-HHL_glcm_ClusterTendency,0.015040115670102529,0.09146584630012512,0.02446500297281631,0.10655737704918032,0.8934426229508197,2.727535138670928
original_shape_Elongation,0.01309047171693353,0.11613616511225701,0.023860405240293123,0.05737704918032787,0.9426229508196722,3.9887665492405215
square_glszm_SmallAreaLowGrayLevelEmphasis,0.007944052201985805,0.18206032037734984,0.023104762977880496,0.020491803278688523,0.9795081967213115,7.179252419354665
log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.006878004903431799,0.21058544516563416,0.022737558493726894,0.012295081967213115,0.9877049180327869,8.83966501177578
log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.013933368388746531,0.07796565696597099,0.02075436778328526,0.6967213114754098,0.30327868852459017,2.5686373451274402
